
 ARM-M0-Memcpy - Program started!
 CPU frequency: 125000000Hz
3	192.5	192.5	192.5	192.5	191.2	192.5	192.5	192.5	192.5	192.5	192.5	191.2	192.5	191.2	191.2	191.2
4	243.8	245.0	245.0	245.0	243.8	243.8	243.8	243.8	243.8	245.0	245.0	245.0	245.0	245.0	243.8	243.8
5	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	295.0	296.2
6	347.5	348.8	348.8	348.8	347.5	347.5	348.8	348.8	348.8	348.8	348.8	348.8	348.8	348.8	348.8	347.5
7	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	401.2	401.2
8	156.2	272.5	220.0	273.8	456.2	456.2	456.2	456.2	456.2	456.2	456.2	456.2	456.2	456.2	456.2	456.2
9	212.5	272.5	273.8	216.2	508.8	508.8	508.8	508.8	508.8	508.8	508.8	507.5	508.8	508.8	508.8	508.8
10	212.5	326.2	216.2	271.2	560.0	560.0	560.0	560.0	561.2	560.0	560.0	560.0	560.0	561.2	560.0	560.0
11	266.2	267.5	272.5	271.2	611.2	612.5	612.5	611.2	612.5	612.5	611.2	612.5	612.5	612.5	612.5	612.5
12	208.8	323.8	272.5	326.2	665.0	663.8	665.0	663.8	663.8	665.0	663.8	663.8	665.0	663.8	663.8	665.0
13	263.8	325.0	326.2	267.5	716.2	716.2	716.2	716.2	716.2	716.2	716.2	716.2	716.2	716.2	716.2	716.2
14	265.0	378.8	267.5	323.8	767.5	767.5	768.8	768.8	768.8	768.8	768.8	768.8	768.8	768.8	768.8	768.8
15	317.5	320.0	325.0	325.0	820.0	820.0	820.0	821.2	820.0	820.0	820.0	820.0	820.0	820.0	820.0	820.0
16	260.0	376.2	323.8	377.5	871.2	872.5	872.5	872.5	872.5	871.2	872.5	872.5	871.2	872.5	872.5	871.2
17	316.2	376.2	377.5	321.2	553.8	553.8	400.0	398.8	556.2	398.8	396.2	553.8	400.0	398.8	552.5	556.2
18	316.2	430.0	317.5	373.8	606.2	451.2	456.2	450.0	455.0	453.8	448.8	606.2	456.2	450.0	605.0	453.8
19	370.0	372.5	373.8	373.8	503.8	507.5	507.5	502.5	510.0	506.2	500.0	503.8	507.5	502.5	501.2	510.0
20	311.2	426.2	375.0	428.8	560.0	561.2	560.0	400.0	562.5	557.5	398.8	560.0	560.0	400.0	557.5	562.5
21	367.5	425.0	428.8	371.2	612.5	612.5	458.8	456.2	613.8	456.2	453.8	612.5	457.5	456.2	610.0	615.0
22	368.8	480.0	370.0	426.2	663.8	510.0	513.8	507.5	512.5	512.5	506.2	665.0	513.8	507.5	662.5	512.5
23	422.5	422.5	426.2	426.2	561.2	566.2	566.2	560.0	568.8	565.0	557.5	562.5	566.2	560.0	560.0	568.8
24	363.8	478.8	426.2	480.0	617.5	618.8	617.5	458.8	621.2	615.0	455.0	618.8	617.5	458.8	616.2	620.0
25	420.0	477.5	480.0	422.5	670.0	671.2	515.0	513.8	672.5	513.8	512.5	671.2	516.2	513.8	668.8	672.5
26	420.0	532.5	421.2	477.5	722.5	567.5	572.5	566.2	570.0	570.0	565.0	721.2	571.2	566.2	720.0	570.0
27	473.8	475.0	478.8	477.5	621.2	623.8	625.0	617.5	626.2	622.5	616.2	620.0	623.8	617.5	618.8	626.2
28	416.2	530.0	477.5	531.2	676.2	676.2	676.2	516.2	678.8	675.0	513.8	675.0	675.0	515.0	673.8	678.8
29	471.2	530.0	531.2	473.8	727.5	728.8	573.8	572.5	730.0	572.5	571.2	727.5	573.8	572.5	726.2	730.0
30	472.5	583.8	473.8	530.0	780.0	626.2	630.0	623.8	627.5	628.8	622.5	780.0	630.0	625.0	777.5	628.8
31	526.2	526.2	530.0	530.0	677.5	682.5	682.5	676.2	685.0	680.0	673.8	677.5	682.5	676.2	676.2	683.8
32	467.5	581.2	530.0	583.8	733.8	733.8	735.0	573.8	736.2	732.5	572.5	733.8	733.8	575.0	731.2	736.2
33	523.8	582.5	585.0	528.8	786.2	786.2	632.5	630.0	788.8	630.0	628.8	786.2	632.5	630.0	783.8	787.5
34	523.8	636.2	526.2	582.5	838.8	683.8	687.5	682.5	686.2	686.2	680.0	837.5	688.8	682.5	836.2	686.2
35	578.8	580.0	582.5	581.2	736.2	740.0	740.0	733.8	741.2	738.8	732.5	736.2	740.0	733.8	733.8	741.2
36	520.0	633.8	582.5	636.2	791.2	792.5	791.2	631.2	795.0	790.0	630.0	792.5	791.2	632.5	790.0	793.8
37	576.2	633.8	635.0	578.8	845.0	843.8	691.2	687.5	846.2	687.5	686.2	845.0	690.0	687.5	842.5	846.2
38	576.2	688.8	577.5	633.8	896.2	741.2	746.2	740.0	743.8	745.0	737.5	896.2	746.2	740.0	893.8	743.8
39	630.0	631.2	633.8	633.8	793.8	798.8	798.8	792.5	800.0	796.2	790.0	793.8	798.8	792.5	791.2	800.0
40	572.5	685.0	633.8	688.8	850.0	850.0	850.0	690.0	852.5	847.5	688.8	850.0	850.0	690.0	847.5	852.5
41	627.5	685.0	688.8	630.0	902.5	901.2	748.8	746.2	905.0	746.2	743.8	902.5	747.5	746.2	900.0	905.0
42	628.8	740.0	630.0	686.2	955.0	800.0	803.8	797.5	802.5	801.2	796.2	955.0	803.8	798.8	952.5	802.5
43	682.5	682.5	686.2	686.2	852.5	856.2	856.2	850.0	857.5	855.0	847.5	852.5	856.2	850.0	850.0	857.5
44	623.8	738.8	686.2	740.0	907.5	908.8	907.5	748.8	911.2	905.0	745.0	908.8	908.8	748.8	906.2	910.0
45	680.0	737.5	740.0	681.2	960.0	960.0	806.2	803.8	961.2	805.0	801.2	960.0	806.2	803.8	958.8	962.5
46	680.0	792.5	682.5	737.5	1012.5	858.8	862.5	856.2	860.0	860.0	853.8	1011.2	861.2	856.2	1010.0	860.0
47	733.8	733.8	738.8	737.5	910.0	913.8	915.0	907.5	916.2	912.5	906.2	910.0	913.8	907.5	908.8	916.2
48	676.2	790.0	737.5	792.5	966.2	966.2	966.2	806.2	968.8	963.8	803.8	965.0	966.2	805.0	965.0	967.5
49	731.2	790.0	791.2	736.2	1018.8	1018.8	865.0	862.5	1020.0	862.5	860.0	1017.5	865.0	861.2	1016.2	1020.0
50	732.5	845.0	735.0	790.0	1070.0	916.2	920.0	913.8	917.5	918.8	912.5	1070.0	921.2	913.8	1068.8	917.5
51	785.0	788.8	790.0	790.0	967.5	972.5	971.2	966.2	975.0	970.0	963.8	967.5	972.5	966.2	966.2	975.0
52	728.8	842.5	790.0	843.8	1023.8	1023.8	1023.8	863.8	1026.2	1022.5	861.2	1025.0	1023.8	863.8	1022.5	1026.2
53	783.8	842.5	845.0	786.2	1075.0	1076.2	922.5	920.0	1077.5	921.2	917.5	1076.2	922.5	920.0	1073.8	1078.8
54	785.0	896.2	786.2	842.5	1128.8	975.0	977.5	972.5	976.2	975.0	970.0	1127.5	978.8	972.5	1126.2	976.2
55	838.8	837.5	841.2	842.5	1026.2	1030.0	1030.0	1023.8	1031.2	1027.5	1022.5	1026.2	1030.0	1023.8	1023.8	1032.5
56	780.0	895.0	842.5	896.2	1081.2	1081.2	1081.2	921.2	1085.0	1080.0	921.2	1082.5	1082.5	922.5	1080.0	1085.0
57	835.0	893.8	896.2	837.5	1135.0	1133.8	980.0	978.8	1136.2	977.5	976.2	1133.8	980.0	978.8	1132.5	1136.2
58	836.2	948.8	837.5	893.8	1186.2	1032.5	1036.2	1030.0	1033.8	1033.8	1027.5	1186.2	1036.2	1030.0	1185.0	1033.8
59	891.2	890.0	893.8	893.8	1085.0	1087.5	1088.8	1081.2	1090.0	1086.2	1081.2	1083.8	1088.8	1082.5	1082.5	1090.0
60	832.5	946.2	893.8	948.8	1140.0	1140.0	1140.0	981.2	1141.2	1137.5	978.8	1140.0	1140.0	980.0	1138.8	1141.2
61	888.8	946.2	948.8	890.0	1192.5	1192.5	1038.8	1036.2	1193.8	1036.2	1033.8	1192.5	1038.8	1036.2	1191.2	1193.8
62	888.8	1000.0	890.0	946.2	1245.0	1090.0	1095.0	1088.8	1092.5	1092.5	1086.2	1245.0	1093.8	1088.8	1242.5	1092.5
63	941.2	942.5	946.2	946.2	1141.2	1146.2	1146.2	1140.0	1147.5	1145.0	1137.5	1141.2	1146.2	1140.0	1140.0	1147.5
64	883.8	997.5	946.2	1000.0	1198.8	1198.8	1197.5	1038.8	1200.0	1196.2	1036.2	1198.8	1197.5	1037.5	1196.2	1201.2
65	940.0	998.8	1000.0	943.8	1250.0	1250.0	1096.2	1093.8	1252.5	1093.8	1092.5	1250.0	1096.2	1093.8	1247.5	1252.5
66	940.0	1052.5	942.5	997.5	1302.5	1148.8	1152.5	1146.2	1150.0	1150.0	1145.0	1302.5	1152.5	1146.2	1300.0	1151.2
67	993.8	996.2	997.5	997.5	1200.0	1203.8	1203.8	1198.8	1206.2	1201.2	1196.2	1200.0	1205.0	1197.5	1197.5	1206.2
68	936.2	1050.0	997.5	1052.5	1256.2	1256.2	1256.2	1096.2	1257.5	1253.8	1093.8	1256.2	1256.2	1096.2	1255.0	1258.8
69	992.5	1050.0	1052.5	993.8	1307.5	1308.8	1155.0	1152.5	1310.0	1152.5	1151.2	1307.5	1153.8	1151.2	1306.2	1310.0
70	992.5	1105.0	993.8	1050.0	1360.0	1206.2	1210.0	1205.0	1208.8	1208.8	1201.2	1360.0	1210.0	1203.8	1357.5	1208.8
71	1046.2	1046.2	1051.2	1050.0	1258.8	1262.5	1262.5	1256.2	1265.0	1260.0	1255.0	1258.8	1262.5	1256.2	1256.2	1263.8
72	988.8	1102.5	1051.2	1105.0	1315.0	1313.8	1313.8	1153.8	1316.2	1312.5	1152.5	1313.8	1313.8	1153.8	1312.5	1316.2
73	1043.8	1101.2	1103.8	1046.2	1366.2	1366.2	1211.2	1210.0	1368.8	1210.0	1207.5	1366.2	1211.2	1210.0	1363.8	1368.8
74	1045.0	1155.0	1046.2	1102.5	1418.8	1265.0	1268.8	1262.5	1266.2	1265.0	1260.0	1418.8	1268.8	1261.2	1416.2	1266.2
75	1098.8	1097.5	1102.5	1101.2	1316.2	1320.0	1320.0	1313.8	1322.5	1317.5	1312.5	1316.2	1321.2	1313.8	1313.8	1322.5
76	1041.2	1155.0	1101.2	1156.2	1371.2	1371.2	1372.5	1212.5	1375.0	1370.0	1210.0	1371.2	1371.2	1211.2	1370.0	1373.8
77	1096.2	1155.0	1156.2	1098.8	1423.8	1423.8	1270.0	1268.8	1426.2	1267.5	1266.2	1423.8	1270.0	1268.8	1421.2	1425.0
78	1096.2	1208.8	1098.8	1153.8	1476.2	1322.5	1326.2	1320.0	1323.8	1323.8	1317.5	1476.2	1326.2	1320.0	1475.0	1323.8
79	1150.0	1150.0	1155.0	1153.8	1373.8	1378.8	1378.8	1372.5	1381.2	1376.2	1370.0	1375.0	1377.5	1371.2	1371.2	1381.2
80	1091.2	1206.2	1153.8	1207.5	1430.0	1430.0	1430.0	1270.0	1432.5	1427.5	1267.5	1430.0	1430.0	1270.0	1428.8	1431.2
81	1148.8	1206.2	1207.5	1152.5	1482.5	1482.5	1327.5	1325.0	1483.8	1326.2	1323.8	1482.5	1327.5	1326.2	1480.0	1483.8
82	1148.8	1260.0	1150.0	1206.2	1533.8	1380.0	1383.8	1378.8	1382.5	1382.5	1376.2	1535.0	1383.8	1378.8	1532.5	1382.5
83	1202.5	1203.8	1205.0	1206.2	1432.5	1436.2	1436.2	1430.0	1438.8	1433.8	1427.5	1432.5	1436.2	1431.2	1430.0	1438.8
99	1410.0	1412.5	1413.8	1413.8	1665.0	1667.5	1667.5	1662.5	1670.0	1665.0	1660.0	1663.8	1668.8	1662.5	1662.5	1670.0
100	1352.5	1466.2	1415.0	1467.5	1721.2	1720.0	1720.0	1561.2	1722.5	1717.5	1558.8	1720.0	1720.0	1560.0	1717.5	1722.5
101	1407.5	1466.2	1467.5	1410.0	1771.2	1771.2	1617.5	1616.2	1775.0	1616.2	1613.8	1772.5	1618.8	1616.2	1770.0	1773.8
102	1407.5	1520.0	1410.0	1466.2	1825.0	1670.0	1675.0	1667.5	1671.2	1672.5	1666.2	1825.0	1673.8	1668.8	1822.5	1672.5
103	1462.5	1461.2	1466.2	1466.2	1722.5	1726.2	1726.2	1721.2	1727.5	1723.8	1717.5	1722.5	1726.2	1721.2	1720.0	1728.8
104	1403.8	1518.8	1466.2	1520.0	1778.8	1777.5	1778.8	1617.5	1780.0	1775.0	1616.2	1777.5	1777.5	1618.8	1775.0	1780.0
105	1461.2	1518.8	1520.0	1462.5	1830.0	1831.2	1676.2	1673.8	1832.5	1673.8	1672.5	1830.0	1676.2	1675.0	1828.8	1832.5
106	1460.0	1571.2	1462.5	1518.8	1882.5	1727.5	1732.5	1726.2	1730.0	1730.0	1725.0	1882.5	1731.2	1726.2	1880.0	1730.0
107	1513.8	1513.8	1517.5	1517.5	1780.0	1783.8	1785.0	1777.5	1785.0	1781.2	1776.2	1780.0	1785.0	1777.5	1778.8	1786.2
199	2710.0	2710.0	2713.8	2715.0	3113.8	3118.8	3118.8	3111.2	3120.0	3116.2	3111.2	3113.8	3117.5	3111.2	3111.2	3120.0
200	2652.5	2766.2	2713.8	2767.5	3170.0	3170.0	3170.0	3010.0	3172.5	3168.8	3008.8	3170.0	3170.0	3011.2	3167.5	3172.5
201	2708.8	2766.2	2767.5	2710.0	3222.5	3221.2	3067.5	3065.0	3223.8	3066.2	3063.8	3222.5	3068.8	3066.2	3220.0	3223.8
202	2707.5	2820.0	2710.0	2766.2	3275.0	3120.0	3123.8	3118.8	3121.2	3122.5	3116.2	3273.8	3123.8	3117.5	3271.2	3121.2
203	2762.5	2761.2	2766.2	2766.2	3172.5	3176.2	3175.0	3170.0	3178.8	3175.0	3168.8	3172.5	3176.2	3170.0	3170.0	3178.8
204	2703.8	2817.5	2766.2	2820.0	3228.8	3227.5	3228.8	3067.5	3231.2	3226.2	3066.2	3228.8	3227.5	3068.8	3226.2	3230.0
205	2760.0	2818.8	2820.0	2762.5	3280.0	3280.0	3126.2	3125.0	3282.5	3123.8	3122.5	3280.0	3126.2	3125.0	3278.8	3282.5
206	2760.0	2872.5	2762.5	2817.5	3332.5	3177.5	3182.5	3176.2	3180.0	3180.0	3175.0	3332.5	3182.5	3176.2	3330.0	3180.0
207	2815.0	2815.0	2818.8	2818.8	3230.0	3233.8	3235.0	3227.5	3235.0	3231.2	3226.2	3230.0	3235.0	3227.5	3227.5	3236.2
299	4011.2	4010.0	4015.0	4015.0	4565.0	4567.5	4567.5	4562.5	4571.2	4566.2	4560.0	4563.8	4567.5	4561.2	4562.5	4570.0
300	3951.2	4066.2	4013.8	4067.5	4620.0	4620.0	4620.0	4460.0	4622.5	4618.8	4457.5	4620.0	4620.0	4460.0	4617.5	4622.5
301	4007.5	4066.2	4067.5	4010.0	4671.2	4671.2	4517.5	4516.2	4673.8	4516.2	4513.8	4671.2	4517.5	4516.2	4670.0	4675.0
302	4008.8	4120.0	4010.0	4066.2	4723.8	4570.0	4573.8	4568.8	4572.5	4572.5	4566.2	4723.8	4575.0	4568.8	4722.5	4572.5
303	4061.2	4062.5	4066.2	4065.0	4622.5	4626.2	4626.2	4620.0	4628.8	4625.0	4618.8	4622.5	4626.2	4620.0	4620.0	4628.8
304	4003.8	4118.8	4066.2	4120.0	4677.5	4677.5	4678.8	4517.5	4680.0	4676.2	4516.2	4677.5	4677.5	4518.8	4676.2	4680.0
305	4060.0	4118.8	4121.2	4065.0	4730.0	4730.0	4576.2	4575.0	4732.5	4573.8	4572.5	4730.0	4576.2	4573.8	4728.8	4732.5
306	4060.0	4171.2	4062.5	4117.5	4782.5	4627.5	4631.2	4626.2	4630.0	4630.0	4623.8	4782.5	4632.5	4626.2	4780.0	4630.0
307	4113.8	4116.2	4118.8	4118.8	4680.0	4685.0	4683.8	4677.5	4686.2	4682.5	4676.2	4681.2	4683.8	4678.8	4677.5	4686.2
399	5310.0	5310.0	5313.8	5313.8	6013.8	6018.8	6017.5	6012.5	6021.2	6016.2	6010.0	6015.0	6018.8	6011.2	6011.2	6020.0
400	5252.5	5366.2	5313.8	5368.8	6070.0	6070.0	6071.2	5910.0	6072.5	6068.8	5907.5	6071.2	6070.0	5911.2	6067.5	6071.2
401	5308.8	5366.2	5368.8	5312.5	6122.5	6122.5	5968.8	5966.2	6123.8	5966.2	5965.0	6122.5	5967.5	5966.2	6120.0	6125.0
402	5307.5	5420.0	5310.0	5366.2	6173.8	6020.0	6023.8	6018.8	6021.2	6021.2	6016.2	6173.8	6025.0	6017.5	6171.2	6021.2
403	5361.2	5365.0	5366.2	5366.2	6071.2	6076.2	6076.2	6070.0	6077.5	6075.0	6068.8	6072.5	6076.2	6070.0	6070.0	6078.8
404	5305.0	5418.8	5366.2	5420.0	6127.5	6127.5	6128.8	5967.5	6130.0	6126.2	5966.2	6128.8	6127.5	5967.5	6126.2	6130.0
405	5360.0	5418.8	5420.0	5362.5	6180.0	6181.2	6026.2	6025.0	6182.5	6023.8	6022.5	6180.0	6026.2	6023.8	6177.5	6181.2
406	5360.0	5471.2	5362.5	5417.5	6232.5	6077.5	6081.2	6076.2	6080.0	6080.0	6073.8	6232.5	6082.5	6076.2	6230.0	6081.2
407	5413.8	5413.8	5418.8	5418.8	6130.0	6135.0	6133.8	6128.8	6136.2	6131.2	6126.2	6130.0	6135.0	6128.8	6128.8	6136.2
499	6610.0	6612.5	6613.8	6615.0	7465.0	7467.5	7467.5	7462.5	7471.2	7466.2	7460.0	7465.0	7468.8	7461.2	7461.2	7470.0
500	6552.5	6666.2	6615.0	6668.8	7520.0	7520.0	7520.0	7360.0	7521.2	7517.5	7358.8	7520.0	7520.0	7361.2	7517.5	7521.2
501	6608.8	6666.2	6668.8	6610.0	7571.2	7571.2	7417.5	7416.2	7573.8	7416.2	7415.0	7571.2	7417.5	7416.2	7570.0	7575.0
502	6608.8	6720.0	6610.0	6666.2	7623.8	7470.0	7473.8	7468.8	7471.2	7471.2	7466.2	7623.8	7475.0	7467.5	7621.2	7471.2
503	6662.5	6661.2	6666.2	6666.2	7521.2	7525.0	7526.2	7520.0	7528.8	7523.8	7517.5	7521.2	7526.2	7520.0	7521.2	7527.5
504	6605.0	6718.8	6666.2	6720.0	7577.5	7578.8	7577.5	7417.5	7581.2	7576.2	7416.2	7578.8	7577.5	7417.5	7576.2	7580.0
505	6660.0	6718.8	6720.0	6662.5	7630.0	7630.0	7476.2	7475.0	7632.5	7473.8	7472.5	7630.0	7476.2	7473.8	7628.8	7632.5
506	6660.0	6772.5	6661.2	6718.8	7682.5	7527.5	7531.2	7526.2	7530.0	7531.2	7523.8	7682.5	7532.5	7526.2	7681.2	7530.0
507	6715.0	6715.0	6718.8	6718.8	7580.0	7585.0	7583.8	7577.5	7586.2	7582.5	7576.2	7580.0	7583.8	7577.5	7577.5	7586.2
508	6656.2	6770.0	6718.8	6772.5	7636.2	7636.2	7636.2	7476.2	7638.8	7633.8	7473.8	7636.2	7636.2	7475.0	7633.8	7637.5
509	6712.5	6770.0	6771.2	6715.0	7688.8	7688.8	7533.8	7532.5	7690.0	7532.5	7530.0	7687.5	7535.0	7532.5	7686.2	7690.0
510	6711.2	6823.8	6713.8	6770.0	7740.0	7585.0	7590.0	7583.8	7588.8	7587.5	7582.5	7740.0	7590.0	7583.8	7738.8	7587.5
511	6766.2	6766.2	6770.0	6771.2	7638.8	7641.2	7641.2	7636.2	7643.8	7640.0	7633.8	7637.5	7641.2	7636.2	7636.2	7643.8
512	6708.8	6822.5	6771.2	6825.0	7695.0	7693.8	7693.8	7533.8	7696.2	7691.2	7531.2	7693.8	7693.8	7533.8	7692.5	7696.2

memcpy_armv6m_test_miwo_1_mssp_2_opxip_0_opsz_0_msup_1
 FLASH - NO CACHE
Size	 0-0	 1-1	 2-2	 3-3	 0-1	 0-2	 0-3	 1-0	 1-2	 1-3	 2-0	 2-1	 2-3	 3-0	 3-1	 3-2
0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0
1	88.8	88.8	88.8	88.8	88.8	87.5	88.8	88.8	88.8	88.8	87.5	87.5	87.5	87.5	87.5	88.8
2	141.2	140.0	140.0	140.0	140.0	140.0	140.0	140.0	140.0	140.0	140.0	140.0	140.0	140.0	140.0	140.0
3	192.5	191.2	191.2	192.5	192.5	192.5	191.2	191.2	191.2	191.2	191.2	192.5	192.5	192.5	192.5	192.5
4	245.0	243.8	243.8	243.8	243.8	245.0	245.0	245.0	245.0	243.8	243.8	243.8	243.8	243.8	243.8	243.8
5	296.2	295.0	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	295.0	296.2	296.2	296.2	296.2	296.2
6	348.8	348.8	348.8	347.5	347.5	348.8	348.8	348.8	348.8	347.5	347.5	347.5	347.5	347.5	347.5	347.5
7	400.0	401.2	400.0	400.0	400.0	400.0	401.2	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0
8	156.2	272.5	220.0	273.8	458.8	458.8	458.8	458.8	458.8	458.8	458.8	458.8	458.8	458.8	457.5	458.8
9	212.5	271.2	273.8	216.2	510.0	510.0	511.2	511.2	510.0	510.0	510.0	510.0	510.0	510.0	510.0	510.0
10	212.5	326.2	216.2	271.2	561.2	562.5	562.5	561.2	562.5	562.5	561.2	562.5	562.5	562.5	562.5	562.5
11	266.2	267.5	271.2	272.5	613.8	613.8	615.0	613.8	613.8	615.0	613.8	613.8	613.8	615.0	613.8	615.0
12	207.5	323.8	272.5	326.2	666.2	666.2	666.2	666.2	666.2	666.2	666.2	666.2	666.2	666.2	665.0	666.2
13	263.8	323.8	326.2	268.8	717.5	718.8	718.8	718.8	718.8	718.8	718.8	718.8	718.8	718.8	718.8	718.8
14	263.8	377.5	267.5	323.8	770.0	770.0	770.0	770.0	771.2	771.2	770.0	770.0	770.0	770.0	770.0	771.2
15	317.5	321.2	323.8	325.0	822.5	821.2	822.5	822.5	821.2	822.5	822.5	822.5	822.5	822.5	822.5	822.5
16	260.0	376.2	325.0	378.8	875.0	873.8	875.0	873.8	873.8	875.0	873.8	873.8	875.0	873.8	873.8	875.0
17	316.2	376.2	377.5	320.0	553.8	553.8	400.0	397.5	556.2	398.8	396.2	553.8	400.0	397.5	552.5	556.2
18	316.2	430.0	318.8	373.8	606.2	451.2	456.2	450.0	455.0	453.8	448.8	606.2	456.2	450.0	605.0	453.8
19	370.0	371.2	373.8	373.8	505.0	507.5	507.5	502.5	510.0	506.2	500.0	503.8	507.5	502.5	501.2	510.0
20	312.5	425.0	373.8	428.8	560.0	560.0	560.0	400.0	562.5	557.5	398.8	560.0	560.0	400.0	557.5	562.5
21	368.8	426.2	428.8	370.0	612.5	611.2	458.8	456.2	615.0	456.2	455.0	612.5	457.5	456.2	610.0	613.8
22	368.8	480.0	371.2	426.2	663.8	510.0	513.8	507.5	512.5	512.5	505.0	665.0	513.8	507.5	662.5	511.2
23	422.5	422.5	426.2	426.2	562.5	565.0	565.0	560.0	567.5	565.0	557.5	562.5	566.2	560.0	560.0	568.8
24	363.8	478.8	425.0	480.0	618.8	618.8	618.8	458.8	621.2	615.0	456.2	618.8	618.8	457.5	616.2	620.0
25	420.0	478.8	480.0	421.2	671.2	670.0	516.2	513.8	671.2	515.0	511.2	670.0	516.2	515.0	667.5	672.5
26	420.0	532.5	422.5	478.8	721.2	568.8	572.5	566.2	570.0	570.0	565.0	721.2	572.5	566.2	720.0	570.0
27	475.0	475.0	478.8	477.5	620.0	623.8	625.0	617.5	626.2	622.5	616.2	620.0	623.8	617.5	618.8	626.2
28	416.2	530.0	478.8	532.5	676.2	676.2	676.2	516.2	678.8	673.8	513.8	676.2	676.2	515.0	675.0	677.5
29	471.2	530.0	531.2	473.8	727.5	728.8	573.8	572.5	730.0	572.5	571.2	727.5	573.8	572.5	726.2	730.0
30	472.5	583.8	473.8	530.0	780.0	626.2	630.0	623.8	628.8	628.8	622.5	780.0	630.0	625.0	777.5	628.8
31	526.2	526.2	530.0	531.2	677.5	682.5	682.5	676.2	685.0	680.0	673.8	677.5	682.5	676.2	676.2	683.8
32	467.5	582.5	530.0	583.8	733.8	733.8	735.0	573.8	736.2	732.5	572.5	733.8	733.8	575.0	731.2	736.2
33	523.8	582.5	583.8	527.5	786.2	786.2	632.5	630.0	787.5	630.0	628.8	786.2	632.5	630.0	785.0	787.5
34	525.0	636.2	526.2	582.5	838.8	683.8	687.5	682.5	686.2	686.2	680.0	837.5	688.8	682.5	836.2	686.2
35	577.5	581.2	582.5	582.5	736.2	740.0	740.0	735.0	742.5	738.8	732.5	736.2	740.0	735.0	733.8	742.5
36	521.2	633.8	582.5	636.2	792.5	792.5	792.5	631.2	795.0	790.0	630.0	792.5	792.5	632.5	790.0	795.0
37	576.2	635.0	636.2	577.5	843.8	845.0	690.0	687.5	846.2	688.8	686.2	843.8	690.0	688.8	842.5	846.2
38	576.2	688.8	577.5	633.8	896.2	741.2	746.2	740.0	745.0	743.8	737.5	896.2	746.2	740.0	893.8	743.8
39	630.0	630.0	633.8	633.8	793.8	797.5	798.8	792.5	800.0	796.2	790.0	793.8	797.5	792.5	792.5	801.2
40	571.2	686.2	635.0	688.8	850.0	850.0	850.0	690.0	852.5	847.5	688.8	850.0	851.2	690.0	847.5	852.5
41	628.8	686.2	688.8	630.0	902.5	901.2	748.8	746.2	905.0	746.2	743.8	902.5	747.5	746.2	900.0	905.0
42	627.5	740.0	630.0	686.2	955.0	800.0	803.8	797.5	802.5	801.2	796.2	955.0	803.8	798.8	952.5	802.5
43	682.5	682.5	686.2	686.2	852.5	856.2	856.2	850.0	857.5	853.8	847.5	852.5	856.2	850.0	850.0	857.5
44	623.8	738.8	686.2	740.0	907.5	908.8	908.8	748.8	910.0	906.2	746.2	908.8	908.8	748.8	906.2	910.0
45	680.0	737.5	740.0	681.2	960.0	960.0	806.2	803.8	961.2	805.0	801.2	960.0	806.2	803.8	958.8	962.5
46	680.0	792.5	682.5	738.8	1012.5	858.8	862.5	856.2	860.0	860.0	853.8	1012.5	862.5	856.2	1010.0	860.0
47	733.8	735.0	738.8	737.5	910.0	915.0	913.8	907.5	916.2	912.5	906.2	911.2	913.8	908.8	908.8	916.2
48	676.2	790.0	737.5	791.2	965.0	966.2	966.2	806.2	968.8	963.8	803.8	966.2	966.2	806.2	963.8	968.8
49	732.5	790.0	792.5	736.2	1017.5	1018.8	865.0	861.2	1020.0	862.5	861.2	1017.5	865.0	861.2	1016.2	1021.2
50	732.5	843.8	735.0	790.0	1070.0	916.2	920.0	915.0	917.5	918.8	912.5	1070.0	920.0	915.0	1067.5	918.8
51	786.2	788.8	790.0	790.0	967.5	972.5	971.2	966.2	975.0	970.0	963.8	967.5	972.5	966.2	966.2	975.0
52	728.8	842.5	790.0	843.8	1023.8	1023.8	1023.8	863.8	1026.2	1022.5	861.2	1025.0	1023.8	863.8	1022.5	1026.2
53	785.0	842.5	845.0	786.2	1076.2	1075.0	921.2	921.2	1077.5	920.0	918.8	1076.2	921.2	921.2	1073.8	1077.5
54	785.0	896.2	786.2	842.5	1128.8	975.0	977.5	972.5	976.2	976.2	970.0	1127.5	977.5	972.5	1126.2	976.2
55	838.8	837.5	841.2	842.5	1026.2	1030.0	1031.2	1023.8	1032.5	1027.5	1021.2	1026.2	1030.0	1023.8	1023.8	1032.5
56	780.0	893.8	842.5	896.2	1082.5	1082.5	1082.5	922.5	1083.8	1080.0	920.0	1082.5	1082.5	922.5	1080.0	1083.8
57	836.2	893.8	896.2	838.8	1133.8	1133.8	980.0	977.5	1136.2	977.5	976.2	1133.8	980.0	978.8	1132.5	1136.2
